machineName:sensorName,operationalHigh,operationalLow
EP:SHOR PWR BRKR 12 CLOSED,1.0,0.0
EP:SHOR PWR BRKR 12 OPND,1.0,0.0
EP:SHOR PWR CURRENT,6000.0,0.0
EP:SHOR PWR CURRENT HI,1.0,0.0
EP:SWBD 1S AUTO PARALLELING DEVC BYPSD,1.0,0.0
EP:SWBD 1S AUTO PARALLELING FAILR,1.0,0.0
EP:SWBD 1S LOADSHED STG 1 INITD,1.0,0.0
EP:SWBD 1S LOADSHED STG 1 OCCURD,1.0,0.0
EP:SWBD 1S LOADSHED STG 2 INITD,1.0,0.0
EP:SWBD 1S LOADSHED STG 2 OCCURD,1.0,0.0
EP:SWBD 1S PHASE ANGLE,180.0,-180.0
EP:SWBD 1S PHASE ANGLE XDCR INCOMING,1.0E10,-1.0E10
EP:SWBD 1S PHASE ANGLE XDCR REFERENCE,1.0E10,-1.0E10
EP:SWBD 1S SYNC ACROSS BRKR CMD,1.0,0.0
EP:SWBD 1SG BUS FREQ,65.0,55.0
EP:SWBD 1SG BUS FREQ HI,1.0,0.0
EP:SWBD 1SG BUS FREQ LOW,1.0,0.0
EP:SWBD 1SG BUS GND VOLT,260.0,-111.0
EP:SWBD 1SG BUS GND VOLT LOW,1.0,0.0
EP:SWBD 1SG BUS VOLT,600.0,0.0
EP:SWBD 1SG BUS VOLT HI,1.0,0.0
EP:SWBD 1SG BUS VOLT LOW,1.0,0.0
EP:SWBD 1SG CTRL LOCAL,1.0,0.0
EP:SWBD 1SG MN BUS RELAY ENERGIZED,1.0,0.0
EP:SWBD 2S AUTO PARALLELING DEVC BYPSD,1.0,0.0
EP:SWBD 2S AUTO PARALLELING FAILR,1.0,0.0
EP:SWBD 2S PHASE ANGLE,180.0,-180.0
EP:SWBD 2S PHASE ANGLE XDCR INCOMING,1.0E10,-1.0E10
EP:SWBD 2S PHASE ANGLE XDCR REFERENCE,1.0E10,-1.0E10
EP:SWBD 2S SYNC ACROSS BRKR CMD,1.0,0.0
EP:SWBD 2SG BUS FREQ,65.0,55.0
EP:SWBD 2SG BUS FREQ HI,1.0,0.0
EP:SWBD 2SG BUS FREQ LOW,1.0,0.0
EP:SWBD 2SG BUS GND VOLT,260.0,-111.0
EP:SWBD 2SG BUS GND VOLT LOW,1.0,0.0
EP:SWBD 2SG BUS VOLT,600.0,0.0
EP:SWBD 2SG BUS VOLT HI,1.0,0.0
EP:SWBD 2SG BUS VOLT LOW,1.0,0.0
EP:SWBD 2SG CTRL LOCAL,1.0,0.0
EP:SWBD 2SG MN BUS RELAY ENERGIZED,1.0,0.0
EP:SWBD 3S AUTO PARALLELING DEVC BYPSD,1.0,0.0
EP:SWBD 3S AUTO PARALLELING FAILR,1.0,0.0
EP:SWBD 3S LOADSHED STG 1 INITD,1.0,0.0
EP:SWBD 3S LOADSHED STG 1 OCCURD,1.0,0.0
EP:SWBD 3S LOADSHED STG 2 INITD,1.0,0.0
EP:SWBD 3S LOADSHED STG 2 OCCURD,1.0,0.0
EP:SWBD 3S PHASE ANGLE,180.0,-180.0
EP:SWBD 3S PHASE ANGLE XDCR INCOMING,1.0E10,-1.0E10
EP:SWBD 3S PHASE ANGLE XDCR REFERENCE,1.0E10,-1.0E10
EP:SWBD 3S SYNC ACROSS BRKR CMD,1.0,0.0
EP:SWBD 3SG BUS FREQ,65.0,55.0
EP:SWBD 3SG BUS FREQ HI,1.0,0.0
EP:SWBD 3SG BUS FREQ LOW,1.0,0.0
EP:SWBD 3SG BUS GND VOLT,260.0,-111.0
EP:SWBD 3SG BUS GND VOLT LOW,1.0,0.0
EP:SWBD 3SG BUS VOLT,600.0,0.0
EP:SWBD 3SG BUS VOLT HI,1.0,0.0
EP:SWBD 3SG BUS VOLT LOW,1.0,0.0
EP:SWBD 3SG CTRL LOCAL,1.0,0.0
EP:SWBD 3SG MN BUS RELAY ENERGIZED,1.0,0.0
EP:SYNC ACROSS BUS TIE CKT BRKR 1S-2S CMD,1.0,0.0
EP:SYNC ACROSS BUS TIE CKT BRKR 1S-3S CMD,1.0,0.0
EP:SYNC ACROSS BUS TIE CKT BRKR 2S-1S CMD,1.0,0.0
EP:SYNC ACROSS BUS TIE CKT BRKR 2S-3S CMD,1.0,0.0
EP:SYNC ACROSS BUS TIE CKT BRKR 3S-1S CMD,1.0,0.0
EP:SYNC ACROSS BUS TIE CKT BRKR 3S-2S CMD,1.0,0.0
FADC 1:100% MAN OUTPUTS SELCTD,1.0,0.0
FADC 1:120 VOLT AC PWR AVAIL INPUT,1.0,0.0
FADC 1:14TH STG BLD RE-OPN ACTIVE,1.0,0.0
FADC 1:50% MAN OUTPUTS SELCTD,1.0,0.0
FADC 1:ACCEL BST ALM,1.0,0.0
FADC 1:ACCEL BST SELCTD,1.0,0.0
FADC 1:ACK INPUT,1.0,0.0
FADC 1:AIR ASSIST PANEL OUTPUT,1.0,0.0
FADC 1:AIR START SPD REGLTG VLV OUTPUT,1.0,0.0
FADC 1:AIR TNK PRES LOW INPUT,1.0,0.0
FADC 1:ALM ACK PB INDCTR LGT OUTPUT,1.0,0.0
FADC 1:ALM BELL OUTPUT,1.0,0.0
FADC 1:ANLG STATUS RESPONSE 1 BYTE COUNT,236.0,0.0
FADC 1:ANLG STATUS RESPONSE 1 FUNCTN CODE,4.0,0.0
FADC 1:ANLG STATUS RESPONSE 2 BYTE COUNT,32.0,0.0
FADC 1:ANLG STATUS RESPONSE 2 FUNCTN CODE,4.0,0.0
FADC 1:ANTI-ICE VLV POSN SWITCH INPUT,1.0,0.0
FADC 1:ANY GEN BRG TEMP ALM,1.0,0.0
FADC 1:ANY GRBX BRG TEMP ALM,1.0,0.0
FADC 1:ANY K34 ALM,1.0,0.0
FADC 1:ANY K34 S/D,1.0,0.0
FADC 1:ANY MASTER ALM,1.0,0.0
FADC 1:ANY MICRONET ALM,1.0,0.0
FADC 1:ANY OUTPUT ALM,1.0,0.0
FADC 1:ANY RIMSS S/D,1.0,0.0
FADC 1:ANY SEN ALM,1.0,0.0
FADC 1:ANY TURBN OUT TEMP ALM,1.0,0.0
FADC 1:ANY TURBN OUT TEMP FAILR ALM,1.0,0.0
FADC 1:ANY TURBN OUT TEMP OUT OF AVG ALM,1.0,0.0
FADC 1:ANY UNACK GEN BRG TEMP ALM,1.0,0.0
FADC 1:ANY UNACK GRBX BRG TEMP ALM,1.0,0.0
FADC 1:ANY UNACK K34 ALM,1.0,0.0
FADC 1:ANY UNACK MASTER ALM,1.0,0.0
FADC 1:ANY UNACK MICRONET ALM,1.0,0.0
FADC 1:ANY UNACK OUTPUT ALM,1.0,0.0
FADC 1:ANY UNACK SEN ALM,1.0,0.0
FADC 1:ANY UNACK TURBN IN TEMP / TURBN OUT TEMP HI ALM,1.0,0.0
FADC 1:ANY UNACK TURBN OUT TEMP ALM,1.0,0.0
FADC 1:ANY UNACK TURBN OUT TEMP FAIL OR OUT OF AVG ALM,1.0,0.0
FADC 1:ANY UNACK TURBN OUT TEMP FAILR ALM,1.0,0.0
FADC 1:ANY UNACK TURBN OUT TEMP OUT OF AVG ALM,1.0,0.0
FADC 1:AO CALIB ENABLED,1.0,0.0
FADC 1:AO CALIB SAVING INDCTN,1.0,0.0
FADC 1:AUTO VOLT REG 1 IN CTRL INPUT,1.0,0.0
FADC 1:AUTO VOLT REG 2 IN CTRL INPUT,1.0,0.0
FADC 1:AUX LO PMP CTRL OUTPUT,1.0,0.0
FADC 1:AUX OVRSPD TEST STATUS,1.0,0.0
FADC 1:BLD AIR CTRL VLV OUTPUT,1.0,0.0
FADC 1:BLD AIR START ATTEMPS COUNTER,32767.0,0.0
FADC 1:BLD AIR START VLV OUTPUT,1.0,0.0
FADC 1:BLD AIR SUPL CTRL VLV OUTPUT,1.0,0.0
FADC 1:BLD AIR VENT CTRL VLV OUTPUT,1.0,0.0
FADC 1:BLD AIR VLV POSN SWITCH INPUT,1.0,0.0
FADC 1:BLD START,1.0,0.0
FADC 1:BLOW-IN PANEL INPUT,1.0,0.0
FADC 1:BLOW-IN PANEL OPN,1.0,0.0
FADC 1:CLG AIR DAMPR CTRL VLV OUTPUT,1.0,0.0
FADC 1:CLG AIR DAMPR OPN,1.0,0.0
FADC 1:CLG FAN IN AUTO,1.0,0.0
FADC 1:CLG FAN PWR AVAIL INPUT,1.0,0.0
FADC 1:CLG FAN RUNNING INPUT,1.0,0.0
FADC 1:CLG FAN START CMD OUTPUT,1.0,0.0
FADC 1:CLG FAN STOP CMD OUTPUT,1.0,0.0
FADC 1:CLG FAN STOPD INPUT,1.0,0.0
FADC 1:CLOSE 14TH STG BLD AIR VLV INPUT,1.0,0.0
FADC 1:CLOSE OTHER UNITS BLD TRIGGER,1.0,0.0
FADC 1:CLOSE SHIP BLD VLV UNIT B C OUTPUT,1.0,0.0
FADC 1:COMP DISCH PRES,300.0,0.0
FADC 1:COMP DISCH PRES FAILD,1.0,0.0
FADC 1:COMP IN TEMP 1 FAILD,1.0,0.0
FADC 1:COMP IN TEMP 1 OUT OF AVG,1.0,0.0
FADC 1:COMP IN TEMP 2 FAILD,1.0,0.0
FADC 1:COMP IN TEMP 2 OUT OF AVG,1.0,0.0
FADC 1:CTIT < 2145,1.0,0.0
FADC 1:CTIT > 2175,1.0,0.0
FADC 1:CTIT > 2175 ALM,1.0,0.0
FADC 1:CTIT LOW S/D,1.0,0.0
FADC 1:CTIT RUN OVRTEMP S/D,1.0,0.0
FADC 1:CTIT START OVRTEMP S/D,1.0,0.0
FADC 1:CTIT TO M6 OUTPUT,5000.0,-459.0
FADC 1:DATALOG BUFFER FULL,1.0,0.0
FADC 1:DATALOG COLLECTING,1.0,0.0
FADC 1:DATALOG OVERWRITING BUFFER,1.0,0.0
FADC 1:DATALOG PRINT ERR ALM,1.0,0.0
FADC 1:DATALOG PRINTING,1.0,0.0
FADC 1:DAY FROM MICRONET,31.0,0.0
FADC 1:DECAL OR MIN IN CTRL,1.0,0.0
FADC 1:DISCRETE STATUS RESPONSE BYTE COUNT,74.0,0.0
FADC 1:DISCRETE STATUS RESPONSE FUNCTN CODE,2.0,0.0
FADC 1:E2TH RIMSS START COUNTER,29.0,0.0
FADC 1:EMRGCY S/D BUS,1.0,0.0
FADC 1:EMRGCY S/D HORN,1.0,0.0
FADC 1:ENG / GRBX LO FLTR CLOGD,1.0,0.0
FADC 1:ENG / GRBX LO SUPL TEMP,160.0,0.0
FADC 1:ENG / GRBX LO SUPL TEMP HI,1.0,0.0
FADC 1:ENG / GRBX LO TEMP FAILD,1.0,0.0
FADC 1:ENG LO CONTAMINATED,1.0,0.0
FADC 1:ENG LO FLTR DP HI INPUT,1.0,0.0
FADC 1:ENG LO FLTR OUT PRES,1.0E10,-1.0E10
FADC 1:ENG LO PRES < 10 INPUT,1.0,0.0
FADC 1:ENG LO PRES FAILD,1.0,0.0
FADC 1:ENG LO SUPL PRES,1000.0,0.0
FADC 1:ENG LO SUPL PRES LOW,1.0,0.0
FADC 1:ENG LO SUPL PRES LOW S/D,1.0,0.0
FADC 1:ENG OPERATING TIME COUNTER,32767.0,0.0
FADC 1:ENG RESET DISAB OUTPUT,1.0,0.0
FADC 1:ENG RESET PB INDCTR LGT OUTPUT,1.0,0.0
FADC 1:ENG SPD,17000.0,0.0
FADC 1:ENG SPD TO M5 FAILD,1.0,0.0
FADC 1:ENG SPD TO SWBD FAILD,1.0,0.0
FADC 1:ENG START PB INDCTR LGT OUTPUT,1.0,0.0
FADC 1:ENG STOPD,1.0,0.0
FADC 1:ENG TEMP TO M6 FAILD,1.0,0.0
FADC 1:ENG THERMOCPL AVG TEMP,1500.0,-40.0
FADC 1:ENG THERMOCPL SPREAD TEMP,200.0,0.0
FADC 1:ENG VIB,500.0,0.0
FADC 1:EP DIU COMM FAULT ALM,1.0,0.0
FADC 1:EPCC GTG STOP INPUT,1.0,0.0
FADC 1:ETHNET SWITCH FAULT INPUT,1.0,0.0
FADC 1:EXCITN DE-ENERGIZED,1.0,0.0
FADC 1:EXCITN ENAB OUTPUT,1.0,0.0
FADC 1:EXCITN SYS DE-ENERGIZED INPUT,1.0,0.0
FADC 1:EXT OVRSPD HI,1.0,0.0
FADC 1:EXT OVRTEMP S/D,1.0,0.0
FADC 1:F4SF_1 OUTPUT,1.0,0.0
FADC 1:F4SF_2 OUTPUT,1.0,0.0
FADC 1:F4SG OUTPUT,1.0,0.0
FADC 1:F4SK OUTPUT,1.0,0.0
FADC 1:FADC ETHNET SWITCH FAILD,1.0,0.0
FADC 1:FAIL TO FIRE,1.0,0.0
FADC 1:FAIL TO RCH 2400 RPM,1.0,0.0
FADC 1:FAIL TO RCH 9100 RPM,1.0,0.0
FADC 1:FAN PERMISSIVE - AUTO OR ON,1.0,0.0
FADC 1:FIRE ALM INPUT,1.0,0.0
FADC 1:FM BCKUP SUPL VLV OPN OUTPUT,1.0,0.0
FADC 1:FREQ LWR INPUT,1.0,0.0
FADC 1:FREQ RAISE INPUT,1.0,0.0
FADC 1:FUEL LIM IN CTRL,1.0,0.0
FADC 1:FUEL MNFLD DRN VLV OUTPUT,1.0,0.0
FADC 1:FUEL MNFLD PRES,600.0,0.0
FADC 1:FUEL MNFLD PRES < 150 INPUT,1.0,0.0
FADC 1:FUEL MNFLD PRES FAILD,1.0,0.0
FADC 1:FUEL MNFLD PRES LOW,1.0,0.0
FADC 1:FUEL S/O VLV FAILD OPN,1.0,0.0
FADC 1:FUEL VLV CMD / FDBK FAILD,1.0,0.0
FADC 1:FUEL VLV FDBK FAILD,1.0,0.0
FADC 1:FUSE 07 FAILD SLOT 03 LOW ALM,1.0,0.0
FADC 1:FUSE 08 FAILD SLOT 03 HI ALM,1.0,0.0
FADC 1:FUSE 09 FAILD SLOT 04 LOW ALM,1.0,0.0
FADC 1:FUSE 10 FAILD SLOT 04 HI ALM,1.0,0.0
FADC 1:FUSE F10 OK - A03 INPUTS 25-48,1.0,0.0
FADC 1:FUSE F7 OK - A02 INPUTS 1-24,1.0,0.0
FADC 1:FUSE F8 OK - A02 INPUTS 25-48,1.0,0.0
FADC 1:FUSE F9 OK - A03 INPUT 1-24,1.0,0.0
FADC 1:GAP REVISION DERIVATIVE NUM,1.0E10,0.0
FADC 1:GAP REVISION LETTER,1.0E10,-1.0E10
FADC 1:GEAR LO SUPL PRES,30.0,20.0
FADC 1:GEN BRKR CLOSED INPUT,1.0,0.0
FADC 1:GEN CLG AIR TEMP,300.0,0.0
FADC 1:GEN CLG AIR TEMP FAILD,1.0,0.0
FADC 1:GEN CLG AIR TEMP HI,1.0,0.0
FADC 1:GEN DE BRG TEMP,300.0,0.0
FADC 1:GEN DE BRG TEMP FAILD,1.0,0.0
FADC 1:GEN FRONT END BRG TEMP HI,1.0,0.0
FADC 1:GEN LO FLTR CLOGD,1.0,0.0
FADC 1:GEN LO FLTR DP HI INPUT,1.0,0.0
FADC 1:GEN LO PRES < 10 INPUT,1.0,0.0
FADC 1:GEN LO PRES FAILD,1.0,0.0
FADC 1:GEN LO SUPL PRES,30.0,20.0
FADC 1:GEN LO SUPL PRES LOW,1.0,0.0
FADC 1:GEN LO SUPL TEMP,160.0,0.0
FADC 1:GEN LO SUPL TEMP HI,1.0,0.0
FADC 1:GEN LO TEMP FAILD,1.0,0.0
FADC 1:GEN LOAD IN KW INPUT,3000.0,0.0
FADC 1:GEN LOAD RATE OF CHANGE,1.0E10,-1.0E10
FADC 1:GEN NDE BRG TEMP,300.0,0.0
FADC 1:GEN NDE BRG TEMP FAILD,1.0,0.0
FADC 1:GEN PMA END BRG TEMP HI,1.0,0.0
FADC 1:GEN S/D ON LOW LO SUPL PRES,1.0,0.0
FADC 1:GEN VOLT LIMTG IN CTRL FAILD,1.0,0.0
FADC 1:GRBX HI SPD DE BRG TEMP,300.0,0.0
FADC 1:GRBX HI SPD DE BRG TEMP ALM,1.0,0.0
FADC 1:GRBX HI SPD DE BRG TEMP FAILD,1.0,0.0
FADC 1:GRBX HI SPD NDE BRG TEMP,300.0,0.0
FADC 1:GRBX HI SPD NDE BRG TEMP ALM,1.0,0.0
FADC 1:GRBX HI SPD NDE BRG TEMP FAILD,1.0,0.0
FADC 1:GRBX LO SUPL PRES FAILD,1.0,0.0
FADC 1:GRBX LO SUPL PRES LOW,1.0,0.0
FADC 1:GRBX LO SUPL PRES S/D,1.0,0.0
FADC 1:GRBX LOW SPD CE BRG TEMP,300.0,0.0
FADC 1:GRBX LOW SPD CE BRG TEMP ALM,1.0,0.0
FADC 1:GRBX LOW SPD CE BRG TEMP FAILD,1.0,0.0
FADC 1:GRBX LOW SPD PE BRG TEMP,300.0,0.0
FADC 1:GRBX LOW SPD PE BRG TEMP ALM,1.0,0.0
FADC 1:GRBX LOW SPD PE BRG TEMP FAILD,1.0,0.0
FADC 1:GTG CMD TRIP SG CKT BRKR,1.0,0.0
FADC 1:GTG ON BTRY,1.0,0.0
FADC 1:GTG RDY TO START OUTPUT,1.0,0.0
FADC 1:GTG RUNNING,1.0,0.0
FADC 1:GTG STOPD,1.0,0.0
FADC 1:GTG SUMRY ALM,1.0,0.0
FADC 1:HALON DUMP S/D,1.0,0.0
FADC 1:HALON DUMPED SWITCH INPUT,1.0,0.0
FADC 1:HI PRES AIR MOT VLV OUTPUT,1.0,0.0
FADC 1:HI PRES AIR START VLV OUTPUT,1.0,0.0
FADC 1:HI PRES START FROM SWBD INPUT,1.0,0.0
FADC 1:HOTTEST GEN BRG TEMP,5000.0,-459.0
FADC 1:HOTTEST GRBX BRG TEMP,5000.0,-459.0
FADC 1:HR FROM MICRONET,23.0,0.0
FADC 1:HUMID SIG FAILD,1.0,0.0
FADC 1:IN DROOP MODE,1.0,0.0
FADC 1:INSTRUMENT AIR PRES LOW,1.0,0.0
FADC 1:INTAKE ICING,1.0,0.0
FADC 1:ISOCHRN / DROOP MODE INPUT,1.0,0.0
FADC 1:ISOCHRN / DROOP MODE OUTPUT,1.0,0.0
FADC 1:K34 ENG STATE MOTRG,1.0,0.0
FADC 1:K34 FUEL S/O VLV OUTPUT,1.0,0.0
FADC 1:K34 FUEL VLV ACT CMD OUTPUT,1.0E10,0.0
FADC 1:K34 FUEL VLV POSN FDBK INPUT,1.0E10,0.0
FADC 1:K34 FUEL VLV PWR OUTPUT,1.0,0.0
FADC 1:K34 IGNTR OUTPUT,1.0,0.0
FADC 1:K34 LOGIC OVRRD OUTPUT,1.0,0.0
FADC 1:K34 OVRSPD INPUT,1.0,0.0
FADC 1:K34 OVRTEMP INPUT,1.0,0.0
FADC 1:K34 RPM TO M5 OUTPUT,1.0E10,0.0
FADC 1:K34 RPM TO SWBD OUTPUT,1.0E10,0.0
FADC 1:K34 S/D,1.0,0.0
FADC 1:K34 SWBD STOP,1.0,0.0
FADC 1:K34 UNACK NORM S/D,1.0,0.0
FADC 1:K34 WTR WSH VLV OUTPUT,1.0,0.0
FADC 1:KW SIG FAILD,1.0,0.0
FADC 1:LO MAG CHIP DETCTR INPUT,1.0,0.0
FADC 1:LOAD TRANSIENT BLD CLOSE,1.0,0.0
FADC 1:LOADSHARE ANLG SIG,321.0,-321.0
FADC 1:LOADSHARE BIAS INPUT,1.0E10,0.0
FADC 1:LOADSHARE SIG FAILD,1.0,0.0
FADC 1:LOCAL / RMT INPUT,1.0,0.0
FADC 1:LOCAL HR,23.0,0.0
FADC 1:LOCAL MINUTE,59.0,0.0
FADC 1:LOCAL PB INDCTR LGT OUTPUT,1.0,0.0
FADC 1:LOCAL START INPUT,1.0,0.0
FADC 1:LOCAL STOP,1.0,0.0
FADC 1:LOCAL STOP INPUT,1.0,0.0
FADC 1:LOCOP CLG FANS OUTPUT,1.0,0.0
FADC 1:M1 ENG OPERATING TIME OUTPUT,1.0,0.0
FADC 1:M2 TOT STARTS OUTPUT,1.0,0.0
FADC 1:M3 HI PRES START ATTEMPS OUTPUT,1.0,0.0
FADC 1:M4 BLD AIR START ATTEMPS OUTPUT,1.0,0.0
FADC 1:MAG PICKUP HI DIF,1.0,0.0
FADC 1:MAN BOOLEAN OUTPUTS,1.0,0.0
FADC 1:MAN BOOLEAN OUTPUTS ENERGIZED,1.0,0.0
FADC 1:MAN CTIT TO M6,1.0,0.0
FADC 1:MAN K34 FUEL ACT CMD,1.0,0.0
FADC 1:MAN K34 RPM TO M5,1.0,0.0
FADC 1:MAN K34 RPM TO SWBD,1.0,0.0
FADC 1:MAN OUTPUTS MODE PERMISSIVE,1.0,0.0
FADC 1:MAN VOLT REG IN CTRL INPUT,1.0,0.0
FADC 1:MICRONET CHASSIS TEMP HI,1.0,0.0
FADC 1:MICRONET FUSE FAILR,1.0,0.0
FADC 1:MICRONET MODULE FAILD,1.0,0.0
FADC 1:MINUTE FROM MICRONET,59.0,0.0
FADC 1:MODULE CLG FAN NOT ON,1.0,0.0
FADC 1:MODULE FIRE,1.0,0.0
FADC 1:MODULE TEMP,300.0,0.0
FADC 1:MODULE TEMP FAILD,1.0,0.0
FADC 1:MODULE TEMP HI,1.0,0.0
FADC 1:MONTH FROM MICRONET,12.0,0.0
FADC 1:MOT INPUT,1.0,0.0
FADC 1:MOT PB INDCTR LGT OUTPUT,1.0,0.0
FADC 1:MOTRG PERMISSIVE,1.0,0.0
FADC 1:NBPS ON BTRY ALM,1.0,0.0
FADC 1:NORM S/D BUS,1.0,0.0
FADC 1:NOT MOTRG,1.0,0.0
FADC 1:NOT STARTG,1.0,0.0
FADC 1:OPERATING STATION COMM FAULT ALM,1.0,0.0
FADC 1:OPN BLD,1.0,0.0
FADC 1:OPN SHOR BRKR REQST,1.0,0.0
FADC 1:OVRSPD HI,1.0,0.0
FADC 1:OVRTEMP BLD CLOSE,1.0,0.0
FADC 1:PILOT AIR CTRL VLV OUTPUT,1.0,0.0
FADC 1:POSN IN CTRL,1.0,0.0
FADC 1:PRI FUEL FLTR CLOGD,1.0,0.0
FADC 1:PRI FUEL FLTR DP HI INPUT,1.0,0.0
FADC 1:PRI FUEL FLTR IN PRES,1000.0,0.0
FADC 1:PRI FUEL FLTR PRES FAILD,1.0,0.0
FADC 1:RDY TO START LOCAL,1.0,0.0
FADC 1:RDY TO START RMT,1.0,0.0
FADC 1:REFERENCE JUNCTION TEMP FAILD,1.0,0.0
FADC 1:RELATV HUMID INPUT,100.0,0.0
FADC 1:RESET INPUT,1.0,0.0
FADC 1:RIMSS CLG AIR DAMPR CLOSED,1.0,0.0
FADC 1:RIMSS ENG CHIP DETCTR,1.0,0.0
FADC 1:RIMSS EXH DAMPR CLOSED,1.0,0.0
FADC 1:RIMSS EXH DAMPR FAIL TO CLOSE S/D,1.0,0.0
FADC 1:RIMSS EXH DAMPR OPN,1.0,0.0
FADC 1:RIMSS EXH DAMPR POSN ERR,1.0,0.0
FADC 1:RIMSS EXT OVRSPD S/D,1.0,0.0
FADC 1:RIMSS EXT OVRTEMP S/D,1.0,0.0
FADC 1:RIMSS FAIL REACH 27500 RPM S/D,1.0,0.0
FADC 1:RIMSS FLAMEOUT S/D,1.0,0.0
FADC 1:RIMSS FUEL MNFLD SIG FAILD,1.0,0.0
FADC 1:RIMSS FUEL VLV FDBK FAILD S/D,1.0,0.0
FADC 1:RIMSS FUEL VLV POSN ERR S/D,1.0,0.0
FADC 1:RIMSS GASIFIER / N1 MAG PICKUP FAILD,1.0,0.0
FADC 1:RIMSS GASIFIER / N1 OVRSPD S/D,1.0,0.0
FADC 1:RIMSS GASIFIER / N1 UNDRSPD S/D,1.0,0.0
FADC 1:RIMSS GASIFIER SPD,50000.0,0.0
FADC 1:RIMSS GT CYCLES COUNTER,32767.0,0.0
FADC 1:RIMSS LO PRES,300.0,0.0
FADC 1:RIMSS LO PRES SIG FAILD,1.0,0.0
FADC 1:RIMSS MEASRD GAS OVRTEMP S/D,1.0,0.0
FADC 1:RIMSS MEASRD GAS TEMP,2000.0,0.0
FADC 1:RIMSS MEASRD GAS TEMP THERMOCPL FAILR S/D,1.0,0.0
FADC 1:RIMSS MOT LO PRES LOW,1.0,0.0
FADC 1:RIMSS MOT LO PRES LOW S/D,1.0,0.0
FADC 1:RIMSS NPT,30000.0,0.0
FADC 1:RIMSS NPT OVRSPD S/D,1.0,0.0
FADC 1:RIMSS PT / N2 ROTATION FAILR S/D,1.0,0.0
FADC 1:RIMSS RDY TO START,1.0,0.0
FADC 1:RIMSS RUN LO PRES LOW,1.0,0.0
FADC 1:RIMSS RUN LO PRES LOW S/D,1.0,0.0
FADC 1:RIMSS START BTRY SIG FAILD,1.0,0.0
FADC 1:RIMSS START BTRY VOLT,30.0,0.0
FADC 1:RIMSS START BTRY VOLT LOW,1.0,0.0
FADC 1:RIMSS START PERMISSIVE,1.0,0.0
FADC 1:RIMSS TORQ HI S/D,1.0,0.0
FADC 1:RIMSS TORQ MTR OIL PRES SIG FAILD,1.0,0.0
FADC 1:RIMSS XFER CASE CHIP DETCTR,1.0,0.0
FADC 1:RIMSS-BACKFLOW DETCTR,1.0,0.0
FADC 1:RMT / LOCAL,1.0,0.0
FADC 1:RMT PB INDCTR LGT OUTPUT,1.0,0.0
FADC 1:RUNNING DOWN,1.0,0.0
FADC 1:S/D RESET OUTPUT,1.0,0.0
FADC 1:SECNDRY FUEL FLTR CLOGD,1.0,0.0
FADC 1:SECNDRY FUEL FLTR DP HI INPUT,1.0,0.0
FADC 1:SECNDRY FUEL FLTR OUT PRES,1000.0,0.0
FADC 1:SECNDRY FUEL FLTR PRES FAILD,1.0,0.0
FADC 1:SECOND FROM MICRONET,59.0,0.0
FADC 1:SEQ IN RUN MODE,1.0,0.0
FADC 1:SET TIME PULSE FROM MICRONET,1.0,0.0
FADC 1:SG CKT BRKR CMD OPND BY FADC,1.0,0.0
FADC 1:SLOT 02 MODULE FAILD S/D,1.0,0.0
FADC 1:SLOT 03 MODULE FAILD S/D,1.0,0.0
FADC 1:SLOT 04 MODULE FAILD S/D,1.0,0.0
FADC 1:SLOT 05 MODULE FAILD ALM,1.0,0.0
FADC 1:SLOT 06 MODULE FAILD S/D,1.0,0.0
FADC 1:SLOT 07 MODULE FAILD ALM,1.0,0.0
FADC 1:SLOT 08 MODULE FAILD S/D,1.0,0.0
FADC 1:SLOT 09 MODULE FAILD ALM,1.0,0.0
FADC 1:SLOT 10 MODULE FAILD ALM,1.0,0.0
FADC 1:SLOT 11 MODULE FAILD S/D,1.0,0.0
FADC 1:SLOT 12 MODULE FAILD S/D,1.0,0.0
FADC 1:SLOT 13 MODULE FAILD S/D,1.0,0.0
FADC 1:SLOW START,1.0,0.0
FADC 1:SPD < 2400,1.0,0.0
FADC 1:SPD < 600,1.0,0.0
FADC 1:SPD > 2400,1.0,0.0
FADC 1:SPD > 7500,1.0,0.0
FADC 1:SPD > 9100,1.0,0.0
FADC 1:SPD DIFFERENCE CTRL ENABLED,1.0,0.0
FADC 1:SPD DIFFERENCE FUEL VLV DEMAND,1.0E10,0.0
FADC 1:SPD DIFFERENCE IN CTRL,1.0,0.0
FADC 1:SPD DIFFERENCE LIM,1.0E10,-1.0E10
FADC 1:SPD IN CTRL,1.0,0.0
FADC 1:SPD INPUT 1 HIGHEST,1.0,0.0
FADC 1:SPD REFERENCE AT LWR LIM,1.0,0.0
FADC 1:SPD REFERENCE AT RATED,1.0,0.0
FADC 1:SPD REFERENCE AT UPR LIM,1.0,0.0
FADC 1:SPD REFERENCE MISMATCH ALM,1.0,0.0
FADC 1:SPD REFERENCE MOVING DOWN,1.0,0.0
FADC 1:SPD REFERENCE MOVING UP,1.0,0.0
FADC 1:SPD SEN INPUT 1 FAILD,1.0,0.0
FADC 1:SPD SEN INPUT 2 FAILD,1.0,0.0
FADC 1:SPD SIG FAILD S/D,1.0,0.0
FADC 1:STAGNATION,1.0,0.0
FADC 1:START FUEL IN CTRL,1.0,0.0
FADC 1:START MODE SELCTN,1.0,0.0
